what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.jboss.ide.eclipse.as.rse.core,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.rse.core",1341830020664
stopped,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.archives.webtools",1341830020664
stopped,bundle,org.jboss.ide.eclipse.as.wtp.ui,2.3.0.v20120605-1904-H135-CR1,"org.jboss.ide.eclipse.as.wtp.ui",1341830020665
stopped,bundle,org.jboss.tools.cdi.seam.config.ui,1.2.0.v20120604-2107-H84-CR1,"org.jboss.tools.cdi.seam.config.ui",1341830020665
stopped,bundle,org.jboss.tools.cdi.seam.text.ext,1.2.0.v20120604-2107-H84-CR1,"org.jboss.tools.cdi.seam.text.ext",1341830020665
stopped,bundle,org.jboss.tools.cdi.text.ext,1.2.0.v20120604-2107-H84-CR1,"org.jboss.tools.cdi.text.ext",1341830020665
stopped,bundle,org.jboss.tools.cdi.xml.ui,1.2.0.v20120604-2107-H84-CR1,"org.jboss.tools.cdi.xml.ui",1341830020665
stopped,bundle,org.jboss.tools.cdi.ui,1.2.0.v20120604-2107-H84-CR1,"org.jboss.tools.cdi.ui",1341830020666
stopped,bundle,org.jboss.tools.runtime.seam.detector,1.3.0.v20120605-0014-H104-CR1,"org.jboss.tools.runtime.seam.detector",1341830020666
stopped,bundle,org.jboss.tools.seam.text.ext,3.3.0.v20120604-2231-H127-CR1,"org.jboss.tools.seam.text.ext",1341830020666
stopped,bundle,org.jboss.tools.seam.core,3.3.0.v20120604-2231-H127-CR1,"org.jboss.tools.seam.core",1341830020666
stopped,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1341830020666
stopped,bundle,org.eclipse.jst.jsf.common.ui,1.2.100.v201104061711,"org.eclipse.jst.jsf.common.ui",1341830020667
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20110516,"org.eclipse.pde.ua.ui",1341830020667
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.3.v201201121156,"org.eclipse.datatools.connectivity.oda.template.ui",1341830020668
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1341830020668
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20111213-1754,"org.eclipse.pde.ds.ui",1341830020668
